0.1 0.000911124 0.000911124 2 1 0
0.116112 0.000932691 0.000932691 1 1 0
0.123792 0.000944792 0.000944792 1 1 0
0.131225 0.000957755 0.000957755 1 1 0
0.138416 0.000971565 0.000971565 1 1 0
0.145371 0.000986208 0.000986208 1 1 0
0.1521 0.00100167 0.00100167 1 1 0
0.158613 0.00101793 0.00101793 1 1 0
0.164918 0.00103498 0.00103498 1 1 0
0.171029 0.00105281 0.00105281 1 1 0
0.176958 0.00107139 0.00107139 1 1 0
0.182718 0.00109071 0.00109071 1 1 0
0.188323 0.00111075 0.00111075 1 1 0
0.193787 0.0011315 0.0011315 1 1 0
0.199125 0.00115294 0.00115294 1 1 0
0.204354 0.00117506 0.00117506 1 1 0
0.20949 0.00119783 0.00119783 1 1 0
0.21455 0.00122123 0.00122123 1 1 0
0.219552 0.00124525 0.00124525 1 1 0
0.224513 0.00126987 0.00126987 1 1 0
0.229453 0.00129505 0.00129505 1 1 0
0.234391 0.00132076 0.00132076 1 1 0
0.239346 0.00134699 0.00134699 1 1 0
0.244339 0.00137369 0.00137369 1 1 0
0.249389 0.00140082 0.00140082 1 1 0
0.254515 0.00142834 0.00142834 1 1 0
0.259736 0.00145621 0.00145621 1 1 0
0.26507 0.00148436 0.00148436 1 1 0
0.270534 0.00151275 0.00151275 1 1 0
0.276142 0.0015413 0.0015413 1 1 0
0.281907 0.00156996 0.00156996 1 1 0
0.28784 0.00159865 0.00159865 1 1 0
0.293947 0.00162731 0.00162731 1 1 0
0.300234 0.00165587 0.00165587 1 1 0
0.306703 0.00168427 0.00168427 1 1 0
0.313354 0.00171245 0.00171245 1 1 0
0.320184 0.00174034 0.00174034 1 1 0
0.327187 0.00176791 0.00176791 1 1 0
0.334357 0.00179511 0.00179511 1 1 0
0.341687 0.00182192 0.00182192 1 1 0
0.349168 0.0018483 0.0018483 1 1 0
0.35679 0.00187424 0.00187424 1 1 0
0.364544 0.00189973 0.00189973 1 1 0
0.372422 0.00192476 0.00192476 1 1 0
0.380414 0.00194934 0.00194934 1 1 0
0.388511 0.00197347 0.00197347 1 1 0
0.396705 0.00199715 0.00199715 1 1 0
0.404988 0.0020204 0.0020204 1 1 0
0.413354 0.00204324 0.00204324 1 1 0
0.421796 0.00206567 0.00206567 1 1 0
0.43031 0.00208771 0.00208771 1 1 0
0.438887 0.00210938 0.00210938 1 1 0
0.447524 0.00213069 0.00213069 1 1 0
0.456216 0.00215166 0.00215166 1 1 0
0.464958 0.00217231 0.00217231 1 1 0
0.473748 0.00219264 0.00219264 1 1 0
0.482582 0.00221269 0.00221269 1 1 0
0.491456 0.00223245 0.00223245 1 1 0
0.500368 0.00225195 0.00225195 1 1 0
0.509315 0.0022712 0.0022712 1 1 0
0.518296 0.00229021 0.00229021 1 1 0
0.527307 0.002309 0.002309 1 1 0
0.536348 0.00232758 0.00232758 1 1 0
0.545416 0.00234595 0.00234595 1 1 0
0.55451 0.00236414 0.00236414 1 1 0
0.563628 0.00238214 0.00238214 1 1 0
0.572769 0.00239997 0.00239997 1 1 0
0.581932 0.00241765 0.00241765 1 1 0
0.591116 0.00243517 0.00243517 1 1 0
0.600319 0.00245254 0.00245254 1 1 0
0.609541 0.00246978 0.00246978 1 1 0
0.61878 0.00248689 0.00248689 1 1 0
0.628037 0.00250388 0.00250388 1 1 0
0.63731 0.00252076 0.00252076 1 1 0
0.646598 0.00253752 0.00253752 1 1 0
0.655901 0.00255418 0.00255418 1 1 0
0.665218 0.00257074 0.00257074 1 1 0
0.674549 0.00258721 0.00258721 1 1 0
0.683894 0.00260359 0.00260359 1 1 0
0.69325 0.00261988 0.00261988 1 1 0
0.702619 0.0026361 0.0026361 1 1 0
0.712 0.00265224 0.00265224 1 1 0
0.721392 0.00266831 0.00266831 1 1 0
0.730795 0.00268431 0.00268431 1 1 0
0.740209 0.00270024 0.00270024 1 1 0
0.749633 0.00271612 0.00271612 1 1 0
0.759066 0.00273193 0.00273193 1 1 0
0.76851 0.00274769 0.00274769 1 1 0
0.777962 0.0027634 0.0027634 1 1 0
0.787424 0.00277906 0.00277906 1 1 0
0.796895 0.00279467 0.00279467 1 1 0
0.806374 0.00281023 0.00281023 1 1 0
0.815861 0.00282575 0.00282575 1 1 0
0.825356 0.00284122 0.00284122 1 1 0
0.83486 0.00285666 0.00285666 1 1 0
0.844371 0.00287206 0.00287206 1 1 0
0.853889 0.00288742 0.00288742 1 1 0
0.863415 0.00290275 0.00290275 1 1 0
0.872948 0.00291804 0.00291804 1 1 0
0.882488 0.0029333 0.0029333 1 1 0
0.892034 0.00294853 0.00294853 1 1 0
0.901588 0.00296373 0.00296373 1 1 0
0.911147 0.0029789 0.0029789 1 1 0
0.920713 0.00299404 0.00299404 1 1 0
0.930286 0.00300915 0.00300915 1 1 0
0.939864 0.00302424 0.00302424 1 1 0
0.949448 0.00303931 0.00303931 1 1 0
0.959038 0.00305435 0.00305435 1 1 0
0.968634 0.00306937 0.00306937 1 1 0
0.978235 0.00308436 0.00308436 1 1 0
0.987842 0.00309934 0.00309934 1 1 0
0.997454 0.00311429 0.00311429 1 1 0
1.00707 0.00312922 0.00312922 1 1 0
0.1 0.000911124 0.000911124 2 1 0
0.082895 0.000893146 0.000893146 1 1 0
0.0739853 0.000885525 0.000885525 1 1 0
0.0648528 0.000878826 0.000878826 1 1 0
0.0555144 0.000873055 0.000873055 1 1 0
0.0459909 0.000868216 0.000868216 1 1 0
0.0363076 0.000864311 0.000864311 1 1 0
0.0264937 0.000861344 0.000861344 1 1 0
0.0165818 0.000859314 0.000859314 1 1 0
0.00660742 0.000858224 0.000858224 1 1 0
-0.00339211 0.000858073 0.000858073 1 1 0
